origin,airport_name,state,region,delayed_time,pct_greater,total_flights
LNK,Lincoln Airport,Nebraska,Midwest,67.53739130434782,0.30782608695652175,2211
LRD,Laredo International,Texas,South,68.05227655986509,0.2900505902192243,2674
LSE,La Crosse Regional,Wisconsin,Midwest,68.54352030947776,0.3191489361702128,2199
LWB,Greenbrier Valley,West Virginia,South,80.65,0.345,665
LWS,Lewiston Nez Perce County,Idaho,West,87.69047619047619,0.35714285714285715,990
LYH,Lynchburg Regional/Preston Glenn Field,Virginia,South,38.21590909090909,0.18181818181818182,915
MAF,Midland International Air and Space Port,Texas,South,51.9591573516767,0.23946689595872742,9618
MBS,MBS International,Michigan,Midwest,77.57701149425287,0.335632183908046,2568
MCI,Kansas City International,Missouri,Midwest,34.58705882352941,0.14868347338935575,54942
MCO,Orlando International,Florida,South,43.48939174085258,0.2137730891407506,136255
MDT,Harrisburg International,Pennsylvania,Northeast,52.556386958845536,0.24532335649385356,6292
MDW,Chicago Midway International,Illinois,Midwest,27.46819482938798,0.11592984688082149,83561
MEI,Key Field,Mississippi,South,91.27170868347339,0.38095238095238093,975
MEM,Memphis International,Tennessee,South,45.77245429067129,0.21526758307753904,25808
MFE,McAllen Miller International,Texas,South,57.9558707643814,0.2962962962962963,5594
MFR,Rogue Valley International - Medford,Oregon,West,72.37435897435897,0.2931623931623932,4067
MGM,Montgomery Regional,Alabama,South,49.930795847750865,0.25432525951557095,3723
MHK,Manhattan Regional,Kansas,Midwest,71.69565217391305,0.3167701863354037,1983
MHT,Manchester-Boston Regional,New Hampshire,Northeast,42.71296770886725,0.19374679651460788,8142
MIA,Miami International,Florida,South,40.80843813672451,0.19721773343638024,85836
MKE,General Mitchell International,Wisconsin,Midwest,38.751620321973654,0.18032615513276187,30895
MKG,Muskegon County,Michigan,Midwest,86.47590361445783,0.39759036144578314,727
MLB,Melbourne International,Florida,South,47.2694214876033,0.2049586776859504,2618
MLI,Quad City International,Illinois,Midwest,53.69203413940256,0.25889046941678523,4832
MLU,Monroe Regional,Louisiana,South,68.05124450951683,0.3074670571010249,2938
MMH,Mammoth Lakes Airport,California,West,84.65968586387434,0.2931937172774869,568
MOB,Mobile Regional,Alabama,South,59.58374211632796,0.29432375613174494,5431
MOT,Minot International,North Dakota,Midwest,64.2411214953271,0.2616822429906542,2286
MQT,Sawyer International,Michigan,Midwest,105.375,0.40561224489795916,1412
MRY,Monterey Regional,California,West,58.58761904761905,0.28,4299
MSN,Dane County Regional-Truax Field,Wisconsin,Midwest,55.232994526974196,0.2509773260359656,14050
MSO,Missoula International,Montana,West,39.289592760180994,0.17647058823529413,3518
MSP,Minneapolis-St Paul International,Minnesota,Midwest,42.20339464371532,0.18897723797457294,160939
MSY,Louis Armstrong New Orleans International,Louisiana,South,35.82151633748976,0.15909711477200328,58164
MTJ,Montrose Regional,Colorado,West,60.68421052631579,0.2595281306715064,1839
MVY,Martha's Vineyard Airport,Massachusetts,Northeast,57.76470588235294,0.24509803921568626,552
MYR,Myrtle Beach International,South Carolina,South,50.11508379888268,0.2393854748603352,11790
OAJ,Albert J Ellis,North Carolina,South,44.7940414507772,0.21502590673575128,2869
OAK,Metropolitan Oakland International,California,West,24.545492210805435,0.09558336095459065,53069
OGD,Ogden-Hinckley,Utah,West,31.96153846153846,0.10256410256410256,105
OGG,Kahului Airport,Hawaii,West,27.812275233756893,0.08571086070486694,27326
OGS,Ogdensburg International,New York,Northeast,95.4968152866242,0.4012738853503185,529
OKC,Will Rogers World,Oklahoma,South,46.42535091450446,0.2065787608110024,24127
OMA,Eppley Airfield,Nebraska,Midwest,42.05363389040031,0.1868117631817593,25960
OME,Nome Airport,Alaska,West,22.73873873873874,0.09009009009009009,722
ONT,Ontario International,California,West,31.518963675213676,0.14463141025641027,22608
ORD,Chicago O'Hare International,Illinois,Midwest,47.63218906216266,0.2406291000282331,338839
ORF,Norfolk International,Virginia,South,52.53978947368421,0.2496842105263158,24748
